moduleId;semester;averageRatings;totalRatings;averageGrades;totalGrades;passedGrades;failedGrades
50530160;FS20;0;0;0;0;0;0
50530160;FS19;4.0;1;5.5;1;1;0
50530160;FS18;0;0;0;0;0;0
50530160;FS17;0;0;0;0;0;0
50530160;FS16;0;0;0;0;0;0
50530160;FS15;0;0;0;0;0;0
50530160;FS14;0;0;0;0;0;0
50994552;FS20;0;0;0;0;0;0
50976487;FS20;0;0;0;0;0;0
50976534;FS20;0;0;0;0;0;0
50431595;FS20;0;0;0;0;0;0
50431595;HS18;4.0;4;5.32;14;14;0
50431595;HS17;4.0;6;4.84;11;11;0
50431595;HS16;0;0;5.19;9;9;0
50431595;HS15;0;0;5;1;1;0
50431595;HS14;0;0;0;0;0;0
50431595;FS19;4.0;3;0;0;0;0
50431595;HS19;5.0;2;0;0;0;0
50431595;FS18;3.8;5;0;0;0;0
51004638;FS20;0;0;0;0;0;0
50840339;FS20;0;0;0;0;0;0
50840339;FS19;0;0;0;0;0;0
50840339;FS18;0;0;0;0;0;0
50840339;FS17;0;0;0;0;0;0
50591869;FS20;0;0;0;0;0;0
50591869;FS19;4.86;7;4.98;14;12;2
50591869;FS17;0;0;5.5;2;2;0
50591869;FS16;0;0;0;0;0;0
50591869;HS19;5.0;1;0;0;0;0
50820965;FS20;0;0;0;0;0;0
50820965;FS19;1.89;9;4.86;9;9;0
50820965;FS18;2.57;7;4.44;9;8;1
50820965;FS17;0;0;5.48;10;10;0
50820965;HS18;3.5;2;0;0;0;0
50820965;HS17;5.0;3;0;0;0;0
50995045;FS20;0;0;0;0;0;0
50873013;FS20;0;0;0;0;0;0
50873013;FS19;2.7;10;5.01;38;37;1
50873013;FS18;3.67;9;5.29;28;28;0
50873013;HS18;3.33;3;0;0;0;0
50945567;FS20;0;0;0;0;0;0
50945567;FS19;2.57;7;4.95;14;12;2
50945572;FS20;0;0;0;0;0;0
50945572;FS19;2.0;1;0;0;0;0
50945575;FS20;0;0;0;0;0;0
50945575;FS19;3.0;1;5.67;3;3;0
50820371;FS20;0;0;0;0;0;0
50820371;FS19;3.09;11;6;35;35;0
50820371;FS18;3.44;9;6;27;27;0
50820371;FS17;0;0;6;24;24;0
50820371;FS16;0;0;6;1;1;0
50820371;HS19;3.5;4;0;0;0;0
50820371;HS18;3.44;9;0;0;0;0
50820371;HS17;4.11;9;0;0;0;0
50354250;FS20;0;0;0;0;0;0
50354250;FS19;3.75;4;4.69;12;11;1
50354250;FS18;2.94;16;4.56;24;22;2
50354250;FS17;0;0;4.93;31;30;1
50354250;FS16;0;0;4.54;35;32;3
50354250;FS15;0;0;4.09;8;5;3
50354250;FS14;0;0;4.5;4;3;1
50354250;FS13;0;0;4.75;1;1;0
50354250;HS19;4.5;2;0;0;0;0
50354250;HS18;3.0;3;0;0;0;0
50354250;HS17;3.27;11;0;0;0;0
50030887;FS20;1.0;2;0;0;0;0
50030887;FS19;3.12;24;4.57;173;153;20
50030887;FS18;1.67;6;4.25;210;166;44
50030887;FS17;0;0;4.3;212;169;43
50030887;FS16;0;0;4.58;267;233;34
50030887;FS15;0;0;4.53;198;167;31
50030887;FS14;0;0;4.01;877;619;258
50030887;FS13;0;0;4.13;917;642;275
50030887;FS12;0;0;4.22;843;579;264
50030887;FS11;0;0;4.25;752;541;211
50030887;HS19;2.0;2;0;0;0;0
50030887;HS18;2.91;11;0;0;0;0
50923127;FS20;1.0;4;0;0;0;0
50923127;FS19;4.25;8;5.27;16;16;0
50923127;HS19;2.0;1;0;0;0;0
50821858;FS20;0;0;0;0;0;0
50821858;FS19;1.67;15;5.02;21;20;1
50821858;FS18;3.12;8;5.08;15;15;0
50821858;FS17;0;0;5.19;9;9;0
50821858;HS18;5.0;1;0;0;0;0
50821858;HS17;2.83;6;0;0;0;0
50821858;HS19;1.0;1;0;0;0;0
50488919;FS20;0;0;0;0;0;0
50488919;HS19;0;0;0;0;0;0
50488919;FS19;0;0;0;0;0;0
50488919;FS18;3.5;2;4.75;1;1;0
50488919;FS17;0;0;0;0;0;0
50488919;FS16;0;0;5.13;2;2;0
50488919;FS15;0;0;0;0;0;0
50488919;FS14;0;0;0;0;0;0
50923124;FS20;0;0;0;0;0;0
50923124;FS19;4.0;1;4.75;3;3;0
50823784;FS20;0;0;0;0;0;0
50823784;FS19;4.0;1;5.5;2;2;0
50823784;FS18;0;0;0;0;0;0
50823784;FS17;0;0;0;0;0;0
50823784;HS18;2.5;2;0;0;0;0
50975405;FS20;0;0;0;0;0;0
50975405;HS19;0;0;0;0;0;0
50525901;FS20;0;0;0;0;0;0
50525901;FS19;4.5;4;4.81;4;4;0
50525901;FS18;3.0;4;3.38;2;1;1
50525901;FS17;0;0;4.75;1;1;0
50525901;FS16;0;0;1;1;0;1
50525901;FS15;0;0;4.5;1;1;0
50525901;FS14;0;0;0;0;0;0
50525901;HS18;4.0;2;0;0;0;0
50525901;HS17;3.0;1;0;0;0;0
50577297;FS20;0;0;0;0;0;0
50577297;FS19;5.0;5;6;20;20;0
50577297;FS18;4.54;13;6;13;13;0
50577297;FS17;0;0;6;13;13;0
50577297;FS16;0;0;6;11;11;0
50577297;FS15;0;0;6;6;6;0
50577297;FS14;0;0;6;1;1;0
50577297;FS12;0;0;6;1;1;0
50577297;HS18;3.67;3;0;0;0;0
50577297;HS17;4.25;4;0;0;0;0
50537185;FS20;0;0;0;0;0;0
50537185;FS19;4.54;13;5.14;30;30;0
50537185;FS18;3.6;10;5.08;20;20;0
50537185;FS17;0;0;5.12;17;17;0
50537185;FS16;0;0;5.61;18;18;0
50537185;FS15;0;0;5.56;8;8;0
50537185;FS14;0;0;5.5;2;2;0
50537185;FS12;0;0;5.75;1;1;0
50537185;HS18;3.86;7;0;0;0;0
50537185;HS17;4.29;7;0;0;0;0
50537185;HS19;5.0;1;0;0;0;0
50019572;FS20;5.0;1;0;0;0;0
50019572;FS19;4.38;21;4.85;75;67;8
50019572;FS18;4.25;8;4.77;62;58;4
50019572;FS17;0;0;4.78;75;69;6
50019572;FS16;0;0;5.01;56;54;2
50019572;FS15;0;0;4.58;22;19;3
50019572;FS14;0;0;5.13;6;6;0
50019572;HS18;4.0;7;0;0;0;0
50019572;HS17;5.0;1;0;0;0;0
50019572;HS19;4.43;7;0;0;0;0
50320949;FS20;0;0;0;0;0;0
50320949;FS19;3.0;1;5.08;3;3;0
50320949;FS18;0;0;4.96;6;6;0
50320949;FS17;0;0;4.95;5;5;0
50320949;FS16;0;0;4.6;5;5;0
50320949;FS15;0;0;4.75;2;2;0
50320949;FS14;0;0;0;0;0;0
50320949;HS19;2.33;3;0;0;0;0
50320949;HS17;2.5;2;0;0;0;0
50938781;FS20;4.0;1;0;0;0;0
50938781;FS19;4.29;7;5.15;12;12;0
50938781;HS19;5.0;1;0;0;0;0
50819815;FS20;1.0;1;0;0;0;0
50819815;FS19;4.0;15;4.88;16;16;0
50819815;FS18;4.22;9;5.01;31;30;1
50819815;FS17;0;0;4.26;23;18;5
50819815;HS19;5.0;3;0;0;0;0
50819815;HS17;3.83;6;0;0;0;0
50819815;HS18;4.0;5;0;0;0;0
50313886;FS20;0;0;0;0;0;0
50313886;FS19;4.71;7;5.34;11;11;0
50313886;FS18;4.18;11;5.27;12;12;0
50313886;FS17;0;0;5.09;8;8;0
50313886;FS16;0;0;5.5;9;9;0
50313886;FS15;0;0;5.63;2;2;0
50313886;FS14;0;0;4.63;2;2;0
50313886;FS13;0;0;5.13;2;2;0
50313886;HS19;4.0;1;0;0;0;0
50313886;HS18;4.5;2;0;0;0;0
50313886;HS17;5.0;3;0;0;0;0
50976539;FS20;0;0;0;0;0;0
50997795;FS20;0;0;0;0;0;0
50393589;FS20;0;0;0;0;0;0
50393589;FS19;4.12;8;4.72;26;24;2
50393589;FS18;4.12;8;5.08;18;18;0
50393589;FS17;0;0;4.5;3;2;1
50393589;FS16;0;0;5.31;4;4;0
50393589;FS15;0;0;5.5;1;1;0
50393589;FS14;0;0;0;0;0;0
50393589;HS19;4.5;2;0;0;0;0
50393589;HS18;4.0;4;0;0;0;0
50393589;HS17;4.0;1;0;0;0;0
50682676;FS20;0;0;0;0;0;0
50682676;FS19;3.0;2;4.31;8;7;1
50682676;FS18;3.0;1;3.63;4;3;1
50682676;FS17;0;0;0;0;0;0
50682676;FS16;0;0;4.75;1;1;0
50682676;FS15;0;0;0;0;0;0
50682676;FS14;0;0;0;0;0;0
50682676;HS17;4.0;1;0;0;0;0
50976490;FS20;0;0;0;0;0;0
50821734;FS20;0;0;0;0;0;0
50821734;FS19;3.14;7;4.68;34;29;5
50821734;FS18;3.0;9;5.13;30;30;0
50821734;FS17;0;0;4.73;23;22;1
50821734;HS17;3.5;8;0;0;0;0
50821734;HS19;2.5;2;0;0;0;0
50821734;HS18;2.4;5;0;0;0;0
50619453;FS20;0;0;0;0;0;0
50619453;FS19;4.0;3;5.03;8;8;0
50619453;FS18;4.0;1;3.83;3;2;1
50619453;FS17;0;0;5.5;6;6;0
50619453;FS16;0;0;5.42;6;6;0
50619453;FS15;0;0;5.5;1;1;0
50619453;FS14;0;0;4.88;2;2;0
50619453;FS13;0;0;4.5;1;1;0
50619453;HS17;4.25;4;0;0;0;0
50352807;FS20;0;0;0;0;0;0
50352807;FS19;2.5;2;4.44;4;3;1
50352807;FS18;0;0;5.2;5;5;0
50352807;FS17;0;0;0;0;0;0
50352807;FS16;0;0;0;0;0;0
50352807;FS15;0;0;0;0;0;0
50352807;FS14;0;0;0;0;0;0
50352807;HS18;3.0;2;0;0;0;0
50976494;FS20;0;0;0;0;0;0
